pkey,K_tfh_blz,n_tfh_blz,K_blz_tfh,n_blz_tfh,K_blz_tfr,n_blz_tfr,K_tfr_tfh,dummy1,dummy2,dummy3,dummy4,dummy5
11072021_AAHON,0.102774,0.534283,1.13129,0.374166,6.28246,2.10321,0.483809,0.431149,0.390002,0.276229,0.250698,0.657687
11072021_AAHOP,0.125237,1.12263,1.18703,0.560768,8.94657,0.211378,0.367443,0.309583,0.835437,0.0576849,0.0619869,0.344786
11072021_AAHOR,0.119769,0.441406,1.05902,2.21419,8.66069,1.46341,0.464498,0.982206,0.296509,0.33458,0.855113,0.197757
11072021_AAHOT,0.111926,2.48255,1.39827,0.734526,7.10893,1.60988,0.387958,0.532387,0.925688,0.544366,0.374767,0.543149
11072021_AAHOW,0.0755444,1.74016,1.078,0.331199,9.87614,4.03629,0.200103,0.769608,0.606185,0.154043,0.223987,0.0223485
11072021_AAHPE,0.0880249,0.674172,1.15504,0.926967,8.55759,4.81071,0.278279,0.319454,0.794638,0.119312,0.442202,0.777946
11072021_AAHPF,0.104384,0.861752,1.49686,2.03433,9.34963,1.26393,0.482594,0.5377,0.580161,0.631562,0.552106,0.825837
11072021_AAHPG,0.0651778,1.6473,1.1633,0.276795,6.20338,0.468274,0.272665,0.440809,0.48983,0.339748,0.245235,0.21574
11072021_AAHPL,0.115291,1.03273,1.08538,0.670696,5.27619,1.67898,0.407372,0.978959,0.201487,0.497353,0.0324535,0.417023
11072021_AAHPM,0.0542092,0.554431,1.26228,2.28151,9.62978,0.907064,0.349787,0.0151898,0.853343,0.53133,0.733882,0.556905
11072021_AAHPP,0.118976,3.15794,1.41471,0.24484,7.22588,4.23826,0.335547,0.363206,0.636822,0.0269761,0.325299,0.978775
11072021_AAHPT,0.143178,1.38829,1.12595,0.325019,9.06474,0.57064,0.309187,0.609156,0.602053,0.51355,0.013308,0.163464
11072021_AAHQB,0.101987,1.73107,1.26823,1.47553,7.71874,3.01222,0.312725,0.788407,0.543853,0.0857852,0.787166,0.376693
11072021_AAHQG,0.0580779,0.758737,1.3763,0.241576,6.8623,2.69069,0.449729,0.419446,0.707935,0.986685,0.806237,0.185217
11072021_AAHQK,0.0791766,0.345215,1.16505,0.412397,9.97466,0.807578,0.494858,0.6735,0.54733,0.47279,0.618339,0.984899
11072021_AAHQO,0.0996878,0.633736,1.01856,2.00734,5.08728,0.509742,0.471908,0.2237,0.641158,0.41445,0.0177921,0.4018
11072021_AAHQX,0.121633,0.72216,1.05157,1.10828,9.56958,0.625121,0.363087,0.821977,0.2633,0.748427,0.223169,0.469698
11072021_AAHRN,0.0674562,0.432311,1.13025,3.23638,6.329,1.11864,0.475606,0.915382,0.254867,0.648411,0.942874,0.466899
11072021_AAHRP,0.0869884,1.14175,1.00643,0.383048,6.0442,0.25323,0.355242,0.368767,0.871243,0.994586,0.14195,0.114829
11072021_AAHRW,0.141719,3.31864,1.07501,2.37127,9.92269,3.22798,0.229399,0.2541,0.725696,0.766235,0.531659,0.853031
11072021_AAHRY,0.109689,0.745349,1.20237,0.340781,7.76303,0.489056,0.338576,0.957973,0.156006,0.622141,0.363955,0.689514
11072021_AAHSG,0.131788,0.820024,1.0241,0.7853,6.62711,2.16102,0.382342,0.579362,0.555733,0.388399,0.336103,0.95158
11072021_AAHSS,0.102599,0.57322,1.06541,3.56044,6.23333,4.17216,0.45845,0.616182,0.284174,0.921249,0.158539,0.0682499
11072021_AAHSU,0.116691,1.59432,1.4779,0.42929,9.68162,2.53718,0.384404,0.931728,0.936253,0.207679,0.677949,0.659472
11072021_AAHSV,0.0958399,2.27225,1.04818,0.858128,7.45853,1.01475,0.271676,0.639813,0.595604,0.598124,0.793603,0.149908
11072021_AAHTC,0.125446,1.29677,1.12017,1.06245,8.52757,0.539096,0.387824,0.736832,0.994988,0.639229,0.403894,0.880449
11072021_AAHTP,0.0886361,1.36487,1.45174,0.210245,5.04298,3.13117,0.498199,0.0221677,0.0348374,0.877621,0.563012,0.71169
11072021_AAHUC,0.0978078,1.24365,1.07236,4.05699,8.75878,1.46216,0.283067,0.824579,0.531355,0.203201,0.765283,0.785235
11072021_AAHUG,0.0812029,3.40864,1.23447,0.681676,6.14678,2.10971,0.300166,0.274316,0.625882,0.152662,0.348342,0.328052
11072021_AAHUJ,0.123484,0.854416,1.12863,4.44672,7.35252,2.59813,0.411942,0.469931,0.441394,0.335399,0.728812,0.3941
11072021_AAHUK,0.057028,1.51221,1.46122,0.597615,8.03447,0.280507,0.345309,0.504687,0.598131,0.634934,0.0351876,0.502732
11072021_AAHUM,0.0954292,0.539017,1.16063,2.53298,7.92873,3.14579,0.453082,0.575747,0.592689,0.50142,0.528275,0.47659
11072021_AAHUS,0.0844972,2.03447,1.2655,0.249764,6.35529,3.37328,0.375956,0.876458,0.190119,0.369653,0.00837658,0.764316
11072021_AAHUW,0.0928991,2.49372,1.42761,1.48227,8.74268,2.40702,0.356727,0.458764,0.0960159,0.303473,0.597191,0.348941
11072021_AAHUY,0.0757053,0.436311,1.02976,0.488663,7.17219,4.89431,0.430187,0.0245696,0.748128,0.575393,0.117089,0.878903
11072021_AAHVA,0.0702371,1.13129,1.15386,1.69085,5.59162,0.706667,0.400661,0.697193,0.131629,0.781975,0.784414,0.53949
11072021_AAHVE,0.0560894,1.42155,1.33353,1.37925,5.80196,1.74722,0.445162,0.91285,0.96217,0.836325,0.487185,0.130007
11072021_AAHVJ,0.123406,2.66912,1.28108,0.803432,9.38382,0.69962,0.289479,0.964284,0.564915,0.924373,0.816227,0.899619
11072021_AAHVU,0.0678314,1.89462,1.01593,0.733479,8.36124,2.83573,0.202272,0.855356,0.308563,0.737273,0.740071,0.171495
11072021_AAHVV,0.117325,1.35116,1.21883,0.294319,8.11772,0.406886,0.3676,0.315388,0.000185704,0.58238,0.546816,0.461371
11072021_AAHWD,0.128035,1.61985,1.36159,1.62943,8.83903,2.14439,0.408711,0.0101615,0.0667408,0.0140514,0.254268,0.248693
11072021_AAHWE,0.0914659,0.879283,1.04075,0.219676,5.77404,0.793843,0.346767,0.984002,0.972502,0.95629,0.94737,0.859297
11072021_AAHWH,0.0912469,1.19043,1.36906,0.968693,7.88513,0.517072,0.426794,0.685738,0.232233,0.0427183,0.0764682,0.667676
11072021_AAHWN,0.0771666,0.944629,1.20538,1.59691,6.31108,0.818962,0.3504,0.86217,0.610874,0.828416,0.588064,0.0753054
11072021_AAHWY,0.139953,0.897851,1.35139,0.306951,9.7961,3.51744,0.46063,0.397383,0.415021,0.590281,0.382071,0.265922
11072021_AAHXA,0.107922,2.25468,1.47281,2.62805,7.59662,0.977148,0.407649,0.818541,0.953277,0.798825,0.706932,0.183361
11072021_AAHXG,0.105411,0.487544,1.23976,1.39542,8.41072,0.67584,0.466577,0.21726,0.481065,0.00614449,0.668533,0.0533032
11072021_AAHXJ,0.0992775,2.88089,1.13103,0.236507,9.61707,0.245819,0.203334,0.0387353,0.671417,0.450607,0.283622,0.229459
11072021_AAHXM,0.113192,1.83947,1.34194,0.460007,7.46509,0.630029,0.390622,0.268158,0.860211,0.872775,0.180618,0.70335
11072021_AAHXQ,0.111569,1.53937,1.14661,0.842952,6.43458,1.27407,0.453883,0.122777,0.046205,0.755261,0.602718,0.122476
11072021_AAHYA,0.135204,0.715223,1.17171,0.251665,8.8045,0.347866,0.392668,0.243917,0.741639,0.535801,0.834841,0.934682
11072021_AAHYF,0.0571492,0.612333,1.13291,0.352184,5.92376,0.429643,0.43352,0.833376,0.353902,0.361999,0.906612,0.943926
11072021_AAHYN,0.0975887,0.751745,1.27567,1.30926,7.27337,2.02524,0.493373,0.529245,0.294931,0.789642,0.136661,0.719041
11072021_AAHYO,0.132886,2.09557,1.06417,0.38847,7.95487,0.749734,0.262678,0.492232,0.634286,0.240025,0.568074,0.360408
11072021_AAHYR,0.0655503,0.331466,1.04892,1.57053,9.17113,0.276132,0.449457,0.251804,0.447853,0.311433,0.448529,0.41936
11072021_AAHYU,0.0560265,0.499541,1.22024,0.719271,6.56179,0.48316,0.390088,0.519915,0.684046,0.93434,0.642601,0.432039
11072021_AAHYZ,0.105692,0.796875,1.01746,0.284965,7.42785,1.75475,0.252449,0.0600096,0.882515,0.775815,0.570448,0.200704
11072021_AAHZF,0.109003,3.86468,1.25047,0.510709,6.68192,1.88165,0.348291,0.911277,0.432656,0.0447802,0.554041,0.0633038
11072021_AAHZG,0.0730221,0.404993,1.08937,3.84834,8.53903,0.697136,0.408222,0.0633395,0.527871,0.984879,0.24324,0.954653
11072021_AAHZJ,0.100289,1.88695,1.24974,0.418049,5.81652,3.77581,0.42246,0.309318,0.993422,0.448301,0.839317,0.501551
11072021_AAHZN,0.136965,4.25187,1.46086,0.233058,7.65902,0.494989,0.372648,0.531827,0.779145,0.966251,0.527151,0.324914
11072021_AAHZS,0.0776371,0.549159,1.05281,0.312256,7.84789,2.13834,0.293661,0.892421,0.0260188,0.0746219,0.68615,0.177783
11072021_AAHZX,0.127831,0.875337,1.19364,0.624459,8.17316,0.596626,0.426284,0.430426,0.282608,0.229269,0.59836,0.439338
11072021_AAIAD,0.134173,1.25362,1.16203,1.88952,6.36027,1.60181,0.493882,0.276374,0.221374,0.978443,0.657247,0.384884
11072021_AAIAL,0.123787,1.50078,1.30442,0.229544,5.59655,0.305364,0.434203,0.0816156,0.162875,0.425617,0.385418,0.168724
11072021_AAIAM,0.0566512,0.857973,1.10573,1.7246,9.95397,4.12112,0.210538,0.928142,0.751255,0.607949,0.817316,0.810077
11072021_AAIAO,0.0886815,2.35416,1.23407,0.479965,7.75099,0.763657,0.321473,0.350276,0.368729,0.752958,0.0158278,0.646529
11072021_AAIBC,0.0700038,0.627837,1.29054,0.586861,7.35746,1.19461,0.453391,0.870402,0.472648,0.941499,0.0662659,0.772677
11072021_AAIBI,0.143515,2.43381,1.40806,0.677,6.85484,3.47958,0.430797,0.78111,0.799533,0.636995,0.590896,0.228202
11072021_AAIBU,0.135505,1.98249,1.27719,3.99341,8.20707,2.41915,0.452437,0.323621,0.892839,0.687557,0.0527581,0.62728
11072021_AAIBV,0.0573097,1.1597,1.30867,2.7811,6.43938,2.96847,0.411249,0.726345,0.0149584,0.396522,0.188203,0.744005
11072021_AAICD,0.0973281,2.08618,1.17019,0.7509,5.36349,0.56325,0.360955,0.921219,0.0734487,0.949409,0.979576,0.967791
11072021_AAICJ,0.0832834,0.525761,1.25574,1.86255,8.78992,0.756486,0.435005,0.597391,0.710394,0.179458,0.499474,0.306318
11072021_AAICN,0.0911815,0.65962,1.20108,1.0143,9.79112,1.52955,0.409211,0.762285,0.383767,0.202241,0.795574,0.895492
11072021_AAICP,0.0771253,1.65988,1.34987,0.615309,5.73924,1.39288,0.485161,0.687968,0.770254,0.926675,0.307416,0.361649
11072021_AAICV,0.0511508,0.811191,1.34347,0.411133,8.40579,0.318915,0.368292,0.566432,0.449818,0.645631,0.00490328,0.673962
11072021_AAICW,0.118386,2.14688,1.00418,1.36812,6.51,4.304,0.275877,0.408201,0.604603,0.320795,0.69849,0.284553
11072021_AAIDF,0.0903375,1.01777,1.03468,1.64676,8.14074,3.55489,0.241685,0.513041,0.490266,0.529757,0.560542,0.336823
11072021_AAIDH,0.0583057,0.397494,1.15668,0.50323,9.09572,0.986774,0.289961,0.216426,0.889483,0.863243,0.352681,0.237698
11072021_AAIDJ,0.082327,4.17787,1.14992,0.336178,6.7586,2.28473,0.256295,0.0877791,0.334919,0.580322,0.0848819,0.799866
11072021_AAIDM,0.105131,1.31715,1.31403,0.722516,8.91302,1.14206,0.369316,0.35632,0.13443,0.221606,0.449666,0.259636
11072021_AAIDN,0.0550249,1.84784,1.42367,0.298217,9.91945,0.669224,0.235812,0.818147,0.424253,0.0666521,0.271793,0.123233
11072021_AAIDY,0.071989,0.544165,1.40525,0.343932,9.555,0.29687,0.471635,0.456832,0.294555,0.106481,0.57526,0.847956
11072021_AAIEI,0.0712488,1.22405,1.35996,0.237269,8.68586,0.623903,0.339303,0.205098,0.331473,0.683995,0.842061,0.414419
11072021_AAIEM,0.0908102,2.7853,1.08671,0.420615,5.57352,4.74074,0.303536,0.951354,0.42965,0.166102,0.530269,0.724112
11072021_AAIEN,0.12172,1.95123,1.37575,0.864876,7.79416,1.84933,0.490825,0.745186,0.102215,0.526144,0.879275,0.218446
11072021_AAIEQ,0.0867112,1.5268,1.22147,1.97122,9.5234,3.28822,0.28878,0.400969,0.272501,0.224919,0.115155,0.139182
11072021_AAIEZ,0.137642,1.32986,1.46346,4.77296,9.44128,4.76783,0.424092,0.715508,0.862574,0.0548333,0.623122,0.832245
11072021_AAIFB,0.129786,0.669041,1.11054,0.314686,6.01469,2.46119,0.498724,0.765872,0.483406,0.816239,0.103956,0.424408
11072021_AAIFP,0.125952,2.2229,1.15559,0.206457,7.00102,1.03456,0.331239,0.517144,0.392531,0.393265,0.368309,0.873551
11072021_AAIGA,0.0656478,1.71798,1.49741,2.32339,5.29094,3.93693,0.457906,0.35942,0.232742,0.857547,0.633476,0.796577
11072021_AAIGD,0.0670874,0.568354,1.16898,2.04818,8.65141,2.56241,0.313299,0.0328667,0.969033,0.147107,0.262676,0.730382
11072021_AAIGK,0.116506,0.883827,1.09113,2.2615,7.68152,0.300179,0.479321,0.508486,0.714406,0.046936,0.459833,0.90236
11072021_AAIGL,0.0750502,0.691306,1.31187,0.2036,9.41145,0.533445,0.309806,0.352742,0.910329,0.699811,0.538411,0.950384
11072021_AAIGT,0.053731,0.930054,1.47735,0.493331,6.24793,1.93064,0.406737,0.230986,0.252926,0.308781,0.511531,0.688803
11072021_AAIGU,0.114231,1.688,1.17499,3.62506,9.31239,0.715286,0.349186,0.759271,0.661618,0.720153,0.192913,0.328215
11072021_AAIGV,0.0982628,2.66611,1.35472,1.67511,6.53517,0.358879,0.461604,0.558852,0.869278,0.0798209,0.342854,0.854349
11072021_AAIHG,0.107002,3.07938,1.00898,0.744546,5.74335,0.448297,0.327541,0.341576,0.505385,0.669099,0.670528,0.808532
11072021_AAIHJ,0.0501331,0.273411,1.15116,4.60742,9.73433,0.614176,0.455463,0.960026,0.747593,0.258473,0.672876,0.507804
11072021_AAIHV,0.0710282,0.740008,1.03202,0.89978,5.16859,0.954864,0.437182,0.378576,0.591264,0.317301,0.212965,0.105491
11072021_AAIIC,0.149034,0.587196,1.00686,0.500005,9.47512,0.783536,0.398381,0.545947,0.43787,0.51848,0.0436325,0.022995
11072021_AAIIJ,0.0734285,2.00974,1.20182,0.554318,6.81897,0.410844,0.307161,0.127348,0.534691,0.896036,0.446556,0.656335
11072021_AAIIP,0.074904,0.48206,1.2792,0.956777,8.51257,0.381241,0.381084,0.924728,0.0113924,0.299923,0.796758,0.313419
11072021_AAIIQ,0.107084,1.3259,1.06846,3.25533,6.58139,3.44072,0.300351,0.0850302,0.91813,0.732673,0.470354,0.704781
11072021_AAIJC,0.11548,3.63977,1.24619,0.569471,8.32425,2.44743,0.282295,0.503579,0.762539,0.658227,0.885442,0.181924
11072021_AAIJD,0.0969788,1.03688,1.28522,0.285572,6.10115,1.16337,0.469879,0.803313,0.706582,0.0183907,0.515805,0.625519
11072021_AAIJO,0.135766,1.20705,1.14214,1.4128,7.78922,0.270694,0.416189,0.455691,0.260713,0.280197,0.450437,0.96664
11072021_AAIJQ,0.116235,0.410536,1.01804,0.878509,9.9942,1.02851,0.45216,0.752337,0.861468,0.112695,0.650287,0.615577
11072021_AAIJT,0.0853282,1.73432,1.09555,3.45465,8.70042,4.22201,0.26394,0.995819,0.0480921,0.429959,0.272564,0.666244
11072021_AAIJU,0.146709,0.907972,1.3068,0.465737,6.84277,0.312598,0.492583,0.0295952,0.897214,0.598732,0.962278,0.308079
11072021_AAIKA,0.140563,1.43557,1.33745,1.72088,8.62396,2.73654,0.427876,0.185113,0.583447,0.349794,0.778207,0.359888
11072021_AAIKE,0.132161,3.89157,1.47221,0.321663,6.31469,4.38,0.44602,0.727745,0.739805,0.291473,0.367155,0.77685
11072021_AAIKJ,0.0826825,2.50947,1.26935,0.637238,7.20635,0.298693,0.311452,0.187627,0.95145,0.387554,0.419747,0.606031
11072021_AAIKL,0.0711357,0.326869,1.10926,2.31627,7.46773,3.26655,0.484851,0.134267,0.989126,0.257337,0.895667,0.381196
11072021_AAIKN,0.076605,1.23585,1.23055,0.347852,5.29572,0.470527,0.383126,0.587621,0.386724,0.103572,0.189401,0.0447667
11072021_AAIKP,0.0906367,0.72521,1.32002,4.31453,9.36915,0.995114,0.459662,0.895843,0.765893,0.767566,0.708566,0.698702
11072021_AAIKV,0.0685628,1.52177,1.37332,1.29265,6.64142,2.26024,0.389082,0.766768,0.445703,0.547084,0.978867,0.260802
11072021_AAIKW,0.100938,0.849055,1.03684,0.393308,8.57711,0.250241,0.329483,0.239084,0.609277,0.481843,0.285254,0.650686
11072021_AAILI,0.0672695,0.616175,1.04501,4.00708,9.37721,3.64888,0.235026,0.563017,0.693846,0.446004,0.107464,0.202481
11072021_AAILK,0.0920763,1.46596,1.02333,1.19688,7.10251,0.617861,0.313883,0.692367,0.0296626,0.228025,0.329852,0.764771
11072021_AAILP,0.141517,2.10871,1.22629,4.50209,6.72097,1.90281,0.481081,0.232348,0.286715,0.0779553,0.386601,0.61797
11072021_AAILU,0.0812901,0.371311,1.06592,0.323131,8.84533,0.413718,0.466754,0.392141,0.18781,0.61362,0.540546,0.914841
11072021_AAILY,0.0554787,0.821266,1.35529,0.246692,6.97356,1.36011,0.440416,0.638336,0.0359288,0.0958534,0.852781,0.224529
11072021_AAIMJ,0.145367,1.00373,1.10398,0.410594,9.57634,0.214785,0.28094,0.328011,0.149074,0.403908,0.0908567,0.249151
11072021_AAIMN,0.116503,2.26882,1.31461,0.243755,6.47746,1.5741,0.326082,0.58182,0.121328,0.886618,0.278999,0.923834
11072021_AAIMS,0.0696757,0.689044,1.16,0.302737,6.60759,0.550011,0.41464,0.971226,0.870368,0.0263548,0.430551,0.571028
11072021_AAINA,0.0984183,0.938739,1.11353,0.724458,7.7435,1.69841,0.306576,0.600814,0.466385,0.978847,0.394995,0.817258
11072021_AAINB,0.147676,0.666809,1.12901,0.298103,8.74629,0.451423,0.448461,0.0763433,0.224932,0.825173,0.326523,0.549997
11072021_AAINH,0.124045,1.36639,1.18549,0.994605,6.02466,4.99806,0.397793,0.197573,0.560992,0.606629,0.11091,0.487569
11072021_AAINJ,0.106864,0.802127,1.27177,1.64973,9.4703,2.36426,0.473157,0.256584,0.1584,0.272225,0.599557,0.771403
11072021_AAINL,0.138896,3.08858,1.39624,0.501421,7.92206,0.654216,0.357389,0.95945,0.713804,0.120421,0.298011,0.685934
11072021_AAINT,0.0534762,0.46226,1.09629,0.378189,5.41211,0.758407,0.461881,0.114518,0.900646,0.721519,0.985321,0.905113
11072021_AAINX,0.0739814,0.377129,1.21153,2.13435,9.68487,0.542845,0.440103,0.533189,0.807372,0.670481,0.40223,0.489433
11072021_AAINZ,0.0568238,2.37608,1.36255,0.703705,6.23619,0.87081,0.365471,0.981517,0.413059,0.458376,0.890144,0.76905
11072021_AAIOD,0.0526505,1.44334,1.13767,0.257594,6.26175,0.361491,0.291901,0.363811,0.973333,0.0504981,0.722299,0.330833
11072021_AAIOR,0.0755065,0.621906,1.17681,0.86061,8.96736,1.22801,0.259333,0.485316,0.309148,0.268066,0.965256,0.643261
11072021_AAIOY,0.148798,0.789444,1.388,0.434637,9.05984,1.89379,0.432444,0.678525,0.836781,0.449252,0.460528,0.320371
11072021_AAIPD,0.0588093,0.924259,1.23375,4.76743,8.26748,3.201,0.337933,0.460245,0.538564,0.797472,0.537229,0.274638
11072021_AAIPL,0.0871591,0.678415,1.05547,2.08863,7.37205,0.32588,0.378614,0.0810243,0.126645,0.187707,0.510271,0.0208675
11072021_AAIPN,0.0950148,1.34386,1.39396,0.692907,8.31829,0.288978,0.45515,0.404383,0.529206,0.933366,0.0301692,0.738226
11072021_AAIPU,0.109909,1.03922,1.23573,1.56015,8.77831,0.849687,0.324602,0.749585,0.845979,0.319643,0.983824,0.658953
11072021_AAIQH,0.136499,2.12639,1.3992,2.06048,9.97777,3.81067,0.399385,0.791273,0.676216,0.904394,0.332977,0.163009
11072021_AAIQX,0.149751,1.30499,1.21582,0.492741,7.41787,1.30026,0.343994,0.975964,0.084735,0.551313,0.581796,0.137054
11072021_AAIRI,0.076165,1.53585,1.47399,0.238511,7.48462,1.98405,0.366532,0.157572,0.549351,0.729478,0.0861617,0.834878
11072021_AAIRK,0.0933213,0.578857,1.07712,2.95804,8.43026,1.19128,0.443508,0.357132,0.170714,0.391656,0.574565,0.422141
11072021_AAIRQ,0.0661712,1.27911,1.11626,1.98265,5.70496,0.378233,0.409796,0.478304,0.616149,0.172624,0.862871,0.609568
11072021_AAIRW,0.0573373,0.429584,1.03461,0.291692,7.72189,0.566759,0.258052,0.684322,0.664922,0.544813,0.0115541,0.71079
11072021_AAIRY,0.0878055,1.149,1.15684,4.12969,9.88537,2.50314,0.31118,0.105938,0.203361,0.81292,0.842832,0.871423
11072021_AAISD,0.13309,3.29771,1.22925,0.220643,6.00323,0.218566,0.429325,0.0174173,0.323265,0.916524,0.482663,0.0940073
11072021_AAISF,0.11512,0.750079,1.10274,3.74561,6.29154,1.44235,0.402619,0.688544,0.80064,0.69437,0.682512,0.449022
11072021_AAISH,0.104165,1.4864,1.44,0.371646,7.8656,1.62714,0.477983,0.763669,0.4215,0.43455,0.170428,0.794325
11072021_AAISK,0.0833167,4.7463,1.02598,0.977307,5.0175,3.96572,0.290546,0.555429,0.110113,0.761877,0.300883,0.273126
11072021_AAISL,0.0991836,1.4083,1.19632,2.02219,8.01973,1.87669,0.269946,0.294426,0.756035,0.388681,0.606779,0.250651
11072021_AAISN,0.0562139,0.352111,1.07319,0.595551,9.60703,0.331741,0.299581,0.99778,0.373974,0.222229,0.306199,0.167136
11072021_AAIST,0.0587745,1.70716,1.3392,0.201096,8.78314,0.398121,0.20785,0.0995365,0.814732,0.957254,0.319312,0.0375454
11072021_AAISU,0.123276,0.916554,1.00064,1.52964,5.67611,3.68751,0.436237,0.875081,0.2244,0.00917297,0.883531,0.928896
11072021_AAISX,0.0782878,3.88422,1.11233,0.398889,6.88173,1.34328,0.247114,0.868921,0.912913,0.43972,0.00611241,0.854808
11072021_AAITA,0.109194,1.21834,1.41704,0.92207,9.72737,3.19444,0.359696,0.575179,0.618707,0.861903,0.403184,0.32971
11072021_AAITB,0.0874447,1.87672,1.38745,0.487071,5.61609,2.61928,0.475885,0.46911,0.473248,0.0357066,0.35389,0.291102
11072021_AAITH,0.0952268,0.474463,1.03847,1.46825,9.04513,4.46555,0.400077,0.0436437,0.868028,0.843149,0.873055,0.949926
11072021_AAITP,0.0595113,0.871169,1.42696,0.326167,7.89445,0.858012,0.377715,0.347786,0.809309,0.255227,0.0836649,0.728888
11072021_AAITV,0.0531694,1.2474,1.45956,2.69857,7.26321,1.00348,0.402119,0.445199,0.749479,0.506302,0.140691,0.657833
11072021_AAIUB,0.0811035,0.593507,1.48377,1.80258,9.85056,0.441627,0.444574,0.316033,0.0384185,0.788795,0.42175,0.345619
11072021_AAIUO,0.146016,3.21504,1.32359,0.991551,6.96578,1.96924,0.458764,0.0624998,0.440058,0.277537,0.513409,0.173764
11072021_AAIUS,0.125121,1.74308,1.4857,4.17766,8.0934,1.23131,0.442964,0.604765,0.346077,0.328572,0.100278,0.712979
11072021_AAIUT,0.0756605,1.12052,1.25098,1.11055,8.39548,0.928186,0.276908,0.0647615,0.0875447,0.491065,0.184123,0.919899
11072021_AAIUY,0.0757817,0.828985,1.07941,4.21115,5.50412,0.637754,0.496606,0.26952,0.83568,0.514016,0.805529,0.60316
11072021_AAIVE,0.0930117,1.1015,1.49508,0.339568,8.93256,0.736499,0.421238,0.217844,0.449203,0.364899,0.293687,0.139699
11072021_AAIVV,0.114963,2.07578,1.46604,0.261663,5.7197,0.897499,0.46239,0.863005,0.584894,0.534846,0.462899,0.238787
11072021_AAIVW,0.0545616,0.754085,1.13162,1.94698,8.90555,1.62127,0.219645,0.146784,0.485774,0.498962,0.769804,0.849389
11072021_AAIWB,0.104032,0.524579,1.11583,2.63703,9.77159,0.526236,0.38541,0.686864,0.197914,0.336292,0.951546,0.517744
11072021_AAIWH,0.11019,1.65648,1.02075,0.318606,5.38302,2.21903,0.394424,0.527929,0.259177,0.589315,0.761593,0.587724
11072021_AAIWI,0.0718592,0.947754,1.32691,1.06043,9.70122,0.801714,0.325157,0.493533,0.670799,0.381026,0.442973,0.445888
11072021_AAIWN,0.136555,0.809671,1.04374,0.477158,7.9716,0.200343,0.454466,0.649311,0.954367,0.869871,0.550848,0.400037
11072021_AAIXF,0.132708,1.84551,1.1901,0.700379,9.01651,0.477363,0.284603,0.899582,0.9216,0.417844,0.788349,0.833682
11072021_AAIXJ,0.0901667,0.765898,1.02916,0.359275,9.62484,2.76157,0.274421,0.787351,0.511231,0.28538,0.162237,0.304824
11072021_AAIXS,0.112766,1.11821,1.20747,0.401147,6.65613,1.06583,0.441081,0.386064,0.476955,0.159532,0.316202,0.890356
11072021_AAIYH,0.0685522,0.841972,1.19755,0.741374,5.99515,0.341776,0.4465,0.659721,0.169258,0.707583,0.135477,0.0510533
11072021_AAIZI,0.119108,0.782019,1.17951,3.31442,8.49803,0.887645,0.488753,0.289628,0.0426448,0.9067,0.381316,0.941676
11072021_AAIZJ,0.0691727,0.502676,1.06987,1.6265,7.51233,1.42393,0.341302,0.751478,0.266038,0.756688,0.340157,0.675461
11072021_AAIZK,0.111314,1.40126,1.27779,0.218545,6.94444,0.527133,0.415293,0.223124,0.679612,0.214386,0.892669,0.284093
11072021_AAIZN,0.0517933,0.412688,1.2476,0.331913,7.39057,2.05928,0.32543,0.333233,0.422427,0.822871,0.803985,0.211258
11072021_AAIZQ,0.135724,0.650157,1.28662,0.731515,9.53546,4.21052,0.438449,0.0937759,0.109177,0.494438,0.669776,0.721307
11072021_AAJAB,0.134675,1.60964,1.11505,0.288626,6.79945,2.89319,0.340332,0.298504,0.845542,0.502739,0.290585,0.787867
11072021_AAJAE,0.0697839,1.85952,1.2733,3.20499,6.02961,2.07878,0.429879,0.578306,0.529746,0.248393,0.710956,0.867139
11072021_AAJAF,0.142686,2.91343,1.20295,1.28255,8.25971,4.14488,0.317607,0.848704,0.938634,0.576697,0.815044,0.325434
11072021_AAJAK,0.0620025,0.494168,1.18408,0.212652,9.45559,1.02094,0.357001,0.903083,0.127148,0.880527,0.199604,0.391955
11072021_AAJAL,0.133954,0.931234,1.15205,0.423422,5.18813,1.2451,0.470505,0.0472568,0.780425,0.206719,0.0574743,0.47933
11072021_AAJAR,0.148034,1.17667,1.29697,3.51194,9.24245,1.71664,0.395722,0.496622,0.378299,0.914414,0.545634,0.762186
11072021_AAJAU,0.0564801,1.36067,1.08019,0.308294,8.46925,2.37267,0.224526,0.653378,0.246828,0.332798,0.467962,0.841123
11072021_AAJBG,0.0675033,1.13802,1.40049,0.251558,7.63468,0.234652,0.329944,0.986458,0.909469,0.293043,0.764573,0.484497
11072021_AAJBP,0.109649,3.32888,1.45337,3.57049,6.55471,2.32971,0.485415,0.890193,0.555115,0.444306,0.437363,0.73051
11072021_AAJBV,0.113718,0.827926,1.37904,0.528815,9.39191,1.55721,0.332435,0.213838,0.725093,0.839721,0.694932,0.574101
11072021_AAJCC,0.0787099,0.707301,1.22477,1.17534,7.66198,2.64868,0.42842,0.933098,0.900264,0.413374,0.302824,0.526203
11072021_AAJCE,0.0896045,1.26688,1.32573,0.579415,6.73556,4.45828,0.353788,0.616773,0.25547,0.715551,0.78366,0.246563
11072021_AAJCF,0.122852,4.44017,1.14602,0.284219,8.9562,2.17444,0.241354,0.815119,0.213643,0.105874,0.680579,0.694057
